fold,acuracia,f1,map_at_10,r_at_1,r_at_5,acuracia_media,acuracia_std,f1_media,map_at_10_media,r_at_1_media,r_at_5_media
1,97.33333333333334,97.33757461363788,97.05261248635256,97.0,99.33333333333333,97.20000000000002,0.4521553322083502,97.18182392085706,96.90507072520367,96.86666666666669,99.06666666666668
2,97.33333333333334,97.3146136152227,97.23878564079953,97.0,99.0,97.20000000000002,0.4521553322083502,97.18182392085706,96.90507072520367,96.86666666666669,99.06666666666668
3,97.33333333333334,97.32072704247862,97.0083606282019,97.33333333333334,98.66666666666667,97.20000000000002,0.4521553322083502,97.18182392085706,96.90507072520367,96.86666666666669,99.06666666666668
4,96.33333333333334,96.28058527949179,96.30927946796002,96.33333333333334,98.66666666666667,97.20000000000002,0.4521553322083502,97.18182392085706,96.90507072520367,96.86666666666669,99.06666666666668
5,97.66666666666667,97.65561905345422,96.9163154027043,96.66666666666667,99.66666666666667,97.20000000000002,0.4521553322083502,97.18182392085706,96.90507072520367,96.86666666666669,99.06666666666668
