camada,accuracy_mean,accuracy_std,f1_score,dim
layer1,70.73333333333332,2.254871270038371,70.55923845879786,64
layer2,86.6,1.5691469727919722,86.60898565325017,128
layer3,93.20000000000002,1.4847371634213409,93.18010817394655,256
layer4,94.73333333333333,0.7423685817106743,94.76054123949687,512
layer5,89.4,1.6384274303259339,89.42028007114888,512
