stage,accuracy_mean,accuracy_std,f1_score,dim
stage1,94.80000000000001,0.6182412330330482,94.76605855034136,192
stage2,93.93333333333334,0.24944382578493046,93.89860509607014,384
stage3,79.13333333333334,3.442221504913491,79.03656696335175,768
stage4,53.6,2.235073948565361,53.34249788852502,768
