camada,fold1,fold2,fold3,fold4,fold5
layer1,96.66666666666667,95.0,94.66666666666667,94.33333333333334,95.0
layer2,90.33333333333333,92.66666666666666,89.66666666666666,89.66666666666666,89.0
layer3,85.33333333333334,86.66666666666667,87.33333333333333,81.0,87.0
layer4,71.66666666666667,74.33333333333333,75.0,69.33333333333334,68.66666666666667
layer5,50.33333333333333,55.00000000000001,55.333333333333336,56.333333333333336,58.333333333333336
