camada,fold1,fold2,fold3,fold4,fold5
layer1,84.0,83.0,82.66666666666667,85.66666666666667,81.66666666666667
layer2,88.33333333333333,91.33333333333333,91.33333333333333,93.0,89.33333333333333
layer3,93.0,93.66666666666667,93.33333333333333,93.33333333333333,93.0
layer4,88.0,86.33333333333333,85.33333333333334,86.33333333333333,85.66666666666667
