camada,accuracy_mean,accuracy_std,f1_score,dim
layer1,83.4,1.3564659966250536,83.38577774533113,256
layer2,90.66666666666666,1.6465452046971305,90.650977414635,512
layer3,93.26666666666667,0.24944382578493046,93.22693772019574,1024
layer4,86.33333333333333,0.9189365834726787,86.22861675353735,2048
