camada,accuracy_mean,accuracy_std,f1_score,dim
layer1,95.46666666666667,0.7774602526460397,95.47658847454915,256
layer2,95.86666666666667,0.49888765156986203,95.85163908259756,512
layer3,88.26666666666667,1.1234866364235123,88.13309064583302,1024
layer4,59.2,3.1098410105841547,59.19359069789575,2048
